Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Wout Faes,be BEL,DF,Reims,fr Ligue 1,24,1998,3,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,93,114,81.6,2106,668,21,25,84.0,49,55,89.1,21,30,70.0,0.0,1,7,2,0,7,106,8,0,9,3,1,0,0,0,0,85,2,27,14,87,11,0,0,0,5,3,2,2,0.67,2,0,0,0,0,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,,0,5,27.8,13,4,1,0,3,5,23,0,148,41,1,50.0,1,0,79,0,0,1,77,77,100.0,1,90,33.3,90,3,0,,0,1.00,7,8,-1,-0.33,+1.00,4.0,4.0,0.0,+0.01,+0.61,0,2,0,0,1,27,5,3,62.5,Big-5-European-Leagues,Big5,2022-2023
Wout Faes,be BEL,DF,Reims,fr Ligue 1,24,1998,3,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,93,114,81.6,2106,668,21,25,84.0,49,55,89.1,21,30,70.0,0.0,1,7,2,0,7,106,8,0,9,3,1,0,0,0,0,85,2,27,14,87,11,0,0,0,5,3,2,2,0.67,2,0,0,0,0,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,,0,5,27.8,13,4,1,0,3,5,23,0,148,41,1,50.0,1,0,79,0,0,1,77,77,100.0,1,90,30.0,90,3,0,,0,0.67,3,6,-3,-1.00,-0.43,3.6,4.4,-0.7,-0.24,-0.12,0,2,0,0,0,29,14,4,77.8,Big-5-European-Leagues,Big5,2022-2023
Wout Faes,be BEL,DF,Reims,fr Ligue 1,24,1998,3,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,93,114,81.6,2106,668,21,25,84.0,49,55,89.1,21,30,70.0,0.0,1,7,2,0,7,106,8,0,9,3,1,0,0,0,0,85,2,27,14,87,11,0,0,0,5,3,2,2,0.67,2,0,0,0,0,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,,0,5,27.8,13,4,1,0,3,5,23,0,148,41,1,50.0,1,0,79,0,0,1,77,77,100.0,1,90,30.0,90,3,0,,0,0.67,3,6,-3,-1.00,-0.43,3.6,4.4,-0.7,-0.24,-0.12,0,2,0,0,1,27,5,3,62.5,Big-5-European-Leagues,Big5,2022-2023
NicolÃ² Fagioli,it ITA,"MF,DF",Juventus,it Serie A,21,2001,3,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.09,0.32,0.40,0.09,0.40,Matches,1,1,100.0,2.14,2.14,0.00,0.00,19.7,0,0.04,0.0,0.0,20,28,71.4,376,93,8,8,100.0,9,12,75.0,3,7,42.9,-0.1,2,2,0,0,3,24,4,0,3,1,1,2,1,1,0,17,2,9,2,25,1,0,0,0,1,0,1,5,10.71,3,1,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,,0,1,12.5,2,4,2,0,1,2,1,0,33,1,1,,0,0,20,0,1,0,19,17,89.5,2,14,5.2,,0,3,14,5,0.67,1,0,+1,+2.14,+1.67,1.7,0.4,+1.2,+2.67,+2.79,0,0,0,0,0,6,0,1,0.0,Big-5-European-Leagues,Big5,2022-2023
Romain Faivre,fr FRA,"MF,FW",Lyon,fr Ligue 1,24,1998,5,3,214,2.4,0,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,0.1,0.1,0.3,0.4,0.04,0.13,0.17,0.04,0.17,Matches,3,1,33.3,1.26,0.42,0.00,0.00,24.5,0,0.03,-0.1,-0.1,110,127,86.6,1744,464,59,65,90.8,38,42,90.5,9,16,56.3,+0.7,4,12,3,2,12,116,11,0,14,8,3,5,1,1,3,108,1,18,111,14,0,1,0,1,1,4,0,8,3.36,7,1,0,0,0,1,0.42,0,1,0,0,0,0,4,2,1,1,2,1,50.0,1,15,28.8,7,26,19,0,3,4,1,0,155,1,5,33.3,2,0,117,2,3,7,130,118,90.8,10,43,23.8,67,1,2,6,2,1.80,7,2,+5,+2.10,+2.10,5.1,1.8,+3.3,+1.40,+1.27,0,5,0,0,0,16,2,3,40.0,Big-5-European-Leagues,Big5,2022-2023
Radamel Falcao,co COL,FW,Rayo Vallecano,es La Liga,36,1986,9,1,253,2.8,1,0,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,1.1,1.1,0.2,1.3,0.37,0.09,0.46,0.37,0.46,Matches,9,3,33.3,3.20,1.07,0.11,0.33,14.2,0,0.12,-0.1,-0.1,53,67,79.1,732,92,30,35,85.7,14,18,77.8,3,4,75.0,-0.2,2,4,0,0,0,65,2,0,17,1,1,0,0,0,0,39,17,11,16,38,4,0,1,0,1,3,2,7,2.49,5,0,1,1,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,0,0.0,1,7,18.4,1,19,18,0,1,2,4,0,106,5,18,66.7,2,0,66,0,10,7,128,84,65.6,26,28,31.2,77,0,8,22,0,1.22,3,4,-1,-0.36,-0.19,2.9,3.3,-0.4,-0.13,+0.38,0,7,0,0,0,10,13,16,44.8,Big-5-European-Leagues,Big5,2022-2023
Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27,1995,9,9,810,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,194,301,64.5,5812,3243,43,43,100.0,65,66,98.5,86,191,45.0,0.0,0,4,0,0,0,206,95,0,27,8,0,0,0,0,0,142,8,151,27,212,0,0,52,1,9,3,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,100.0,1,0,0,0,0,0,0,0,339,313,0,,0,0,160,0,0,0,126,126,100.0,0,90,100.0,90,9,0,,0,0.78,8,11,-3,-0.33,,6.7,12.0,-5.4,-0.60,,0,1,0,1,0,58,0,1,0.0,Big-5-European-Leagues,Big5,2022-2023
Fali,es ESP,"MF,DF",CÃ¡diz,es La Liga,29,1993,3,3,196,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,1,0,0.0,0.46,0.00,0.00,,17.1,0,0.07,-0.1,-0.1,37,54,68.5,848,267,11,14,78.6,17,25,68.0,9,15,60.0,0.0,0,5,0,0,5,52,2,0,8,1,0,0,0,0,0,26,10,18,11,35,7,0,0,0,3,3,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7,5,4,2,1,3,75.0,1,12,46.2,12,12,2,0,3,10,14,0,82,19,1,,0,0,34,0,1,0,34,33,97.1,1,65,27.2,65,1,0,,4,0.00,0,3,-3,-1.38,+0.34,1.4,4.3,-2.9,-1.32,-0.26,0,2,0,0,0,17,2,10,16.7,Big-5-European-Leagues,Big5,2022-2023
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,30,1991,4,3,191,2.1,0,1,0,0,0,1,0,0.00,0.47,0.47,0.00,0.47,0.1,0.1,0.2,0.4,0.07,0.11,0.17,0.07,0.17,Matches,3,1,33.3,1.41,0.47,0.00,0.00,18.3,0,0.05,-0.1,-0.1,33,56,58.9,593,303,17,23,73.9,12,18,66.7,4,12,33.3,+0.8,1,1,1,1,7,54,2,0,7,2,5,0,0,0,0,27,10,19,7,41,5,2,1,1,1,0,6,2,0.94,1,0,0,0,0,1,0.47,1,0,0,0,0,0,5,3,3,2,0,2,40.0,3,4,14.8,10,12,5,0,2,9,4,0,75,7,5,100.0,2,1,37,0,0,0,49,40,81.6,4,48,23.6,62,1,1,5,2,0.50,3,8,-5,-2.36,-1.77,2.5,3.6,-1.0,-0.49,+0.01,0,4,0,0,0,15,1,2,33.3,Big-5-European-Leagues,Big5,2022-2023
Ansu Fati,es ESP,FW,Barcelona,es La Liga,19,2002,8,1,250,2.8,2,3,2,0,0,0,0,0.72,1.08,1.80,0.72,1.80,2.5,2.5,0.6,3.1,0.89,0.21,1.11,0.89,1.11,Matches,13,5,38.5,4.68,1.80,0.15,0.40,13.3,1,0.19,-0.5,-0.5,103,120,85.8,1250,188,74,80,92.5,20,23,87.0,3,3,100.0,+2.4,3,3,2,0,6,119,1,1,15,1,1,1,0,0,0,94,19,7,14,98,5,0,1,0,2,2,6,7,2.52,4,0,1,0,0,3,1.08,3,0,0,0,0,0,6,5,3,2,1,1,33.3,2,16,40.0,11,13,16,0,4,10,2,0,175,5,28,46.2,7,1,126,4,5,12,151,127,84.1,26,31,34.7,66,0,7,26,0,2.75,8,0,+8,+2.88,+0.77,6.4,2.2,+4.2,+1.50,-0.42,0,3,0,0,0,24,2,3,40.0,Big-5-European-Leagues,Big5,2022-2023
Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,18,2004,5,1,82,0.9,0,1,0,0,0,0,1,0.00,1.10,1.10,0.00,1.10,0.1,0.1,0.1,0.3,0.15,0.14,0.29,0.15,0.29,Matches,1,0,0.0,1.10,0.00,0.00,,9.0,0,0.14,-0.1,-0.1,66,77,85.7,1116,263,29,30,96.7,24,28,85.7,7,12,58.3,+0.9,1,4,1,0,5,76,1,1,9,2,1,0,0,0,0,60,6,11,14,61,0,0,1,0,3,3,1,1,1.10,1,0,0,0,0,1,1.10,1,0,0,0,0,0,3,3,2,1,0,1,100.0,0,7,33.3,5,12,4,0,0,3,1,0,86,0,1,,0,0,66,0,0,4,72,69,95.8,1,16,9.1,45,0,4,9,3,0.60,3,3,0,0.00,0.00,1.8,1.0,+0.9,+0.95,+1.38,0,2,0,0,0,11,2,4,33.3,Big-5-European-Leagues,Big5,2022-2023
Federico Fazio,ar ARG,DF,Salernitana,it Serie A,35,1987,6,6,539,6.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.5,0.07,0.00,0.08,0.07,0.08,Matches,8,1,12.5,1.34,0.17,0.00,0.00,9.3,0,0.05,-0.4,-0.4,251,309,81.2,5447,2280,75,87,86.2,121,134,90.3,51,79,64.6,0.0,1,21,2,0,24,291,18,0,33,15,3,0,0,0,0,220,30,59,64,204,21,8,2,0,13,5,5,3,0.50,2,0,0,0,0,0,0.00,0,0,0,0,0,0,8,6,5,1,2,1,33.3,2,16,35.6,19,21,5,0,4,23,20,0,367,41,10,66.7,2,0,201,0,3,1,211,210,99.5,2,90,66.5,90,5,0,,0,1.17,9,5,+4,+0.67,+2.66,7.8,9.9,-2.1,-0.36,+0.67,0,4,0,0,0,79,23,6,79.3,Big-5-European-Leagues,Big5,2022-2023
Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,19,2003,3,0,23,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,9,10,90.0,103,23,5,5,100.0,2,3,66.7,0,0,,0.0,0,1,0,0,0,8,2,0,4,0,0,0,0,0,0,8,1,1,0,8,1,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,1,100.0,0,4,57.1,2,4,1,0,1,3,1,0,18,1,0,0.0,0,0,10,0,0,2,9,8,88.9,6,8,2.8,,0,3,8,6,1.33,0,0,0,0.00,+0.34,0.2,0.5,-0.3,-1.28,-0.75,0,0,0,0,0,3,0,2,0.0,Big-5-European-Leagues,Big5,2022-2023
Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,33,1989,2,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.16,0.16,0.00,0.16,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,32,39,82.1,783,224,8,8,100.0,18,20,90.0,6,11,54.5,-0.1,1,0,1,0,1,36,3,0,2,3,0,0,0,0,0,28,1,10,29,8,1,0,0,0,2,1,0,1,1.64,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,1,7,0,50,10,0,,0,0,25,0,0,1,28,28,100.0,0,28,7.6,,0,2,28,2,2.00,1,0,+1,+1.64,+2.72,0.6,1.3,-0.6,-1.04,-0.48,0,0,0,0,0,9,5,1,83.3,Big-5-European-Leagues,Big5,2022-2023
Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,29,1993,5,4,297,3.3,0,1,0,0,0,3,0,0.00,0.30,0.30,0.00,0.30,0.3,0.3,1.1,1.5,0.10,0.34,0.44,0.10,0.44,Matches,7,1,14.3,2.12,0.30,0.00,0.00,20.9,3,0.05,-0.3,-0.3,135,169,79.9,1964,522,86,96,89.6,32,39,82.1,10,24,41.7,-0.1,4,14,4,0,11,155,14,0,25,8,3,8,3,5,0,132,16,21,149,16,1,1,0,0,4,7,2,14,4.24,8,2,1,3,0,3,0.91,1,0,0,0,2,0,5,1,1,0,4,1,50.0,1,20,29.0,10,27,32,0,4,6,1,0,228,1,20,50.0,6,1,168,7,9,7,213,181,85.0,26,59,41.3,63,1,1,45,0,1.80,6,2,+4,+1.21,+1.00,5.2,3.3,+1.9,+0.58,+0.95,0,7,1,0,0,15,3,2,60.0,Big-5-European-Leagues,Big5,2022-2023
Felipe,br BRA,DF,AtlÃ©tico Madrid,es La Liga,33,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches,1,0,0.0,1.00,0.00,0.00,,10.6,0,0.05,0.0,0.0,53,55,96.4,987,302,16,16,100.0,32,32,100.0,3,4,75.0,0.0,0,7,0,0,4,55,0,0,8,0,0,0,0,0,0,49,4,2,11,41,2,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,2,66.7,1,5,83.3,5,1,0,0,0,3,4,0,62,5,2,,0,0,45,0,1,1,47,46,97.9,1,90,12.5,90,1,0,,4,0.00,1,2,-1,-1.00,-2.14,1.0,0.9,+0.1,+0.11,-0.38,0,1,0,0,0,8,3,1,75.0,Big-5-European-Leagues,Big5,2022-2023
Luiz Felipe,it ITA,DF,Betis,es La Liga,25,1997,5,4,305,3.4,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches,1,0,0.0,0.30,0.00,0.00,,10.0,0,0.06,-0.1,-0.1,136,155,87.7,2914,1044,37,40,92.5,71,75,94.7,26,37,70.3,0.0,0,12,1,0,8,145,10,0,8,3,0,0,0,0,0,127,7,21,15,132,6,1,0,0,3,5,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7,4,2,5,0,4,57.1,3,9,31.0,13,16,0,0,4,13,17,0,196,40,1,,0,0,108,0,1,0,123,123,100.0,0,61,42.4,72,3,1,16,0,1.80,4,4,0,0.00,-1.08,3.7,6.2,-2.5,-0.75,-1.33,0,2,0,0,0,21,10,4,71.4,Big-5-European-Leagues,Big5,2022-2023
JoÃ£o FÃ©lix,pt POR,FW,AtlÃ©tico Madrid,es La Liga,22,1999,8,5,433,4.8,0,3,0,0,0,3,0,0.00,0.62,0.62,0.00,0.62,1.1,1.1,1.1,2.2,0.22,0.23,0.45,0.22,0.45,Matches,12,3,25.0,2.49,0.62,0.00,0.00,20.2,0,0.09,-1.1,-1.1,96,130,73.8,1314,414,63,72,87.5,23,33,69.7,6,18,33.3,+1.9,7,7,5,1,12,125,5,0,29,3,3,0,0,0,0,93,16,21,17,100,5,0,1,0,2,4,2,16,3.33,11,0,1,1,1,6,1.25,4,0,0,1,0,1,2,2,0,1,1,1,33.3,2,12,21.4,9,25,22,0,1,3,2,0,193,2,13,20.0,3,1,133,0,10,5,213,159,74.6,21,54,60.1,77,1,3,16,0,2.00,7,4,+3,+0.62,-0.63,5.2,4.9,+0.3,+0.06,-0.97,0,11,0,0,0,17,7,8,46.7,Big-5-European-Leagues,Big5,2022-2023
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25,1997,3,3,270,3.0,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.0,0.0,0.2,0.2,0.00,0.08,0.08,0.00,0.08,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,90,117,76.9,1744,646,28,33,84.8,48,56,85.7,12,24,50.0,+0.8,2,3,0,0,10,111,6,0,14,0,2,0,0,0,0,74,16,27,72,23,13,2,0,0,4,3,2,2,0.67,2,0,0,0,0,1,0.33,1,0,0,0,0,0,7,4,4,3,0,2,33.3,4,18,48.6,15,21,1,0,1,13,20,0,163,27,3,100.0,2,0,81,0,2,6,81,76,93.8,1,90,33.3,90,3,0,,0,1.00,3,7,-4,-1.33,-1.33,1.4,5.7,-4.3,-1.45,-0.70,0,5,0,0,0,36,16,5,76.2,Big-5-European-Leagues,Big5,2022-2023
Kiko FemenÃ­a,es ESP,DF,Villarreal,es La Liga,31,1991,6,5,461,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.08,0.08,0.00,0.08,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,251,310,81.0,4413,1415,108,122,88.5,109,131,83.2,25,43,58.1,-0.4,5,14,4,2,14,254,56,0,22,2,15,0,0,0,0,203,60,47,33,216,10,48,0,2,7,4,6,11,2.15,10,1,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,1,50.0,1,10,47.6,7,11,3,0,4,8,7,0,339,18,3,0.0,1,0,219,1,2,2,229,219,95.6,8,77,64.0,86,3,1,33,1,1.00,3,3,0,0.00,-2.43,7.4,4.6,+2.7,+0.53,-0.67,0,3,0,0,0,35,4,2,66.7,Big-5-European-Leagues,Big5,2022-2023
Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23,1999,3,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.12,0.00,0.12,0.12,0.12,Matches,1,1,100.0,2.31,2.31,0.00,0.00,16.0,0,0.05,-0.1,-0.1,20,24,83.3,380,97,9,9,100.0,8,10,80.0,3,5,60.0,0.0,0,1,0,0,0,23,1,0,2,1,0,0,0,0,0,19,2,3,2,19,3,0,0,0,0,0,0,2,4.62,1,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,28.6,2,5,0,0,0,0,0,0,26,1,1,,0,0,14,0,0,0,21,19,90.5,2,13,4.8,,0,3,13,4,0.33,0,0,0,0.00,+0.70,0.3,0.8,-0.5,-1.13,-0.92,0,4,0,0,0,6,0,1,0.0,Big-5-European-Leagues,Big5,2022-2023
Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,28,1994,8,8,719,8.0,1,1,1,0,0,3,0,0.13,0.13,0.25,0.13,0.25,1.4,1.4,1.5,2.9,0.18,0.18,0.36,0.18,0.36,Matches,13,5,38.5,1.63,0.63,0.08,0.20,20.7,1,0.11,-0.4,-0.4,290,387,74.9,4974,1591,151,187,80.7,94,112,83.9,35,61,57.4,-0.5,14,30,13,3,49,367,20,3,71,14,15,2,1,0,0,259,48,80,26,326,21,5,1,1,7,17,18,27,3.38,22,1,2,0,0,4,0.50,4,0,0,0,0,0,7,2,1,5,1,0,0.0,6,19,19.4,11,47,40,0,9,16,11,0,462,17,27,60.0,7,3,310,6,3,10,407,325,79.9,46,90,99.9,90,7,0,,0,1.88,13,15,-2,-0.25,-0.25,10.7,11.9,-1.2,-0.15,-0.15,0,10,0,0,0,70,9,13,40.9,Big-5-European-Leagues,Big5,2022-2023
Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26,1996,7,3,306,3.4,0,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,0.0,0.0,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches,3,1,33.3,0.88,0.29,0.00,0.00,23.7,0,0.02,0.0,0.0,109,162,67.3,2024,730,61,66,92.4,29,42,69.0,17,41,41.5,+0.9,1,5,3,1,6,133,29,0,12,9,4,1,1,0,0,80,39,43,10,121,6,25,0,0,8,5,10,2,0.59,1,1,0,0,0,1,0.29,1,0,0,0,0,0,6,3,2,3,1,3,50.0,3,15,41.7,15,15,6,0,3,19,6,0,198,14,2,100.0,4,0,120,1,2,2,127,109,85.8,3,44,37.8,76,0,4,20,2,1.57,5,6,-1,-0.29,+0.24,3.2,4.1,-0.9,-0.25,+0.03,0,4,0,0,0,29,2,5,28.6,Big-5-European-Leagues,Big5,2022-2023
Ãlex FernÃ¡ndez,es ESP,MF,CÃ¡diz,es La Liga,30,1992,6,2,231,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.08,0.01,0.09,0.08,0.09,Matches,3,1,33.3,1.17,0.39,0.00,0.00,9.4,0,0.07,-0.2,-0.2,92,109,84.4,1681,412,44,49,89.8,33,38,86.8,12,18,66.7,0.0,1,5,1,0,8,101,8,0,10,3,1,0,0,0,0,81,9,19,11,90,4,1,0,0,1,1,1,3,1.17,3,0,0,0,0,1,0.39,1,0,0,0,0,0,5,3,2,2,1,2,33.3,4,9,22.5,13,19,8,0,2,8,1,0,128,4,3,0.0,0,0,77,0,0,2,86,82,95.3,1,39,32.1,59,0,4,28,0,0.83,1,5,-4,-1.56,+0.10,1.8,3.7,-2.0,-0.77,+0.53,0,1,0,0,0,23,5,2,71.4,Big-5-European-Leagues,Big5,2022-2023
Ãlvaro FernÃ¡ndez,es ESP,GK,Espanyol,es La Liga,24,1998,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.04,0.04,0.00,0.04,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,81,123,65.9,3445,2627,7,7,100.0,28,29,96.6,46,87,52.9,-0.2,1,4,0,0,0,74,49,1,7,1,0,0,0,0,0,44,2,77,3,97,0,0,18,0,3,1,0,1,0.25,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,1,134,110,0,,0,0,51,0,0,1,43,43,100.0,0,90,50.0,90,4,0,,1,1.00,6,7,-1,-0.25,+0.75,4.6,6.0,-1.4,-0.34,-0.18,0,1,0,0,0,16,0,0,,Big-5-European-Leagues,Big5,2022-2023
Carlos FernÃ¡ndez,es ESP,FW,Real Sociedad,es La Liga,26,1996,2,0,20,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.32,0.00,0.32,0.32,0.32,Matches,1,1,100.0,4.50,4.50,0.00,0.00,17.7,0,0.07,-0.1,-0.1,3,4,75.0,46,13,1,1,100.0,2,3,66.7,0,0,,0.0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,0,0.0,1,2,16.7,1,6,5,0,1,3,0,0,9,0,1,,0,0,3,1,0,0,11,5,45.5,2,10,2.8,,0,2,10,0,3.00,0,0,0,0.00,-0.26,0.1,0.7,-0.6,-2.75,-3.32,0,3,0,0,0,0,1,1,50.0,Big-5-European-Leagues,Big5,2022-2023
Federico FernÃ¡ndez,ar ARG,DF,Elche,es La Liga,33,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,6,10,60.0,137,55,1,1,100.0,4,5,80.0,1,4,25.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,2,4,1,7,2,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,100.0,0,1,100.0,1,0,0,0,0,5,14,0,30,12,0,,0,0,5,0,0,1,4,4,100.0,0,90,12.5,90,1,0,,4,0.00,1,2,-1,-1.00,+1.00,0.6,0.8,-0.2,-0.19,+1.83,0,0,0,0,0,6,3,3,50.0,Big-5-European-Leagues,Big5,2022-2023
JoaquÃ­n FernÃ¡ndez,es ESP,DF,Valladolid,es La Liga,26,1996,8,7,640,7.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches,2,0,0.0,0.28,0.00,0.00,,7.0,0,0.10,-0.2,-0.2,285,333,85.6,6420,2080,76,82,92.7,147,161,91.3,58,84,69.0,0.0,1,12,0,0,12,322,11,0,17,12,0,0,0,0,0,256,19,58,27,281,14,1,1,1,5,3,2,2,0.28,2,0,0,0,0,0,0.00,0,0,0,0,0,0,12,9,6,6,0,4,57.1,3,16,33.3,24,23,1,0,5,18,36,0,402,78,3,,0,0,246,0,1,1,276,270,97.8,0,80,88.9,82,6,1,68,0,1.00,4,13,-9,-1.27,-3.52,7.2,10.0,-2.8,-0.39,+1.77,0,4,0,0,0,49,15,16,48.4,Big-5-European-Leagues,Big5,2022-2023
