Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Diadie SamassÃ©kou,ml MLI,MF,Hoffenheim,25,1996,24,21,1655,18.4,2,0,2,0,0,7,0,0.11,0.00,0.11,0.11,0.11,1.2,1.2,0.6,1.8,0.06,0.03,0.10,0.06,0.10,Matches,15,4,26.7,0.82,0.22,0.13,0.50,16.5,0,0.08,+0.8,+0.8,589,732,80.5,10876,2526,246,282,87.2,262,314,83.4,68,99,68.7,-0.6,7,45,3,0,40,717,15,0,162,16,3,0,0,0,0,534,80,118,90,569,41,1,8,2,14,23,21,21,1.14,16,0,1,0,0,3,0.16,2,0,0,1,0,0,52,35,17,28,7,21,48.8,22,111,32.3,79,210,55,0,28,88,40,0,953,65,23,64.3,10,0,545,3,19,13,607,544,89.6,31,69,54.1,76,5,3,18,6,1.63,32,30,+2,+0.11,+0.36,29.4,26.4,+3.0,+0.16,+0.19,0,36,0,0,0,203,36,33,52.2,Bundesliga,20,2021-2022
Leroy SanÃ©,de GER,"FW,MF",Bayern Munich,25,1996,32,22,1976,22.0,7,7,7,0,0,3,0,0.32,0.32,0.64,0.32,0.64,9.8,9.8,6.0,15.8,0.45,0.27,0.72,0.45,0.72,Matches,89,32,36.0,4.05,1.46,0.08,0.22,19.9,8,0.11,-2.8,-2.8,852,1018,83.7,13140,2921,483,552,87.5,271,320,84.7,64,84,76.2,+1.0,48,59,44,4,94,975,43,3,165,15,30,16,7,3,2,857,89,72,820,153,17,11,12,1,4,49,27,99,4.51,72,9,5,2,2,12,0.55,9,0,0,2,0,1,33,20,4,22,7,13,43.3,17,132,36.0,49,160,158,0,17,57,4,1,1352,7,125,49.0,54,8,1062,25,50,50,1306,1051,80.5,218,62,64.6,76,8,10,30,0,2.38,68,21,+47,+2.14,+1.06,62.0,19.2,+42.8,+1.95,+1.27,0,26,0,0,0,152,6,12,33.3,Bundesliga,20,2021-2022
Mohamed Sankoh,nl NED,FW,Stuttgart,17,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,3.65,0.00,3.65,3.65,3.65,Matches,1,1,100.0,22.50,22.50,0.00,0.00,15.7,0,0.16,-0.2,-0.2,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.50,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,1,1,100.0,0,4,0.1,,0,1,4,0,3.00,0,0,0,0.00,+0.53,0.2,0.0,+0.2,+3.65,+3.84,0,0,0,0,0,0,0,0,,Bundesliga,20,2021-2022
Baptiste Santamaria,fr FRA,MF,Freiburg,26,1995,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,4,50.0,29,0,1,1,100.0,1,2,50.0,0,0,,0.0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,1,0,1,3,0,0,0,0,0,0,1,1,4.29,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,100.0,1,1,1,0,1,0,1,0,8,3,0,,0,0,2,0,0,0,2,2,100.0,1,21,0.7,,0,1,21,0,1.00,0,0,0,0.00,-0.36,0.4,0.1,+0.4,+1.64,+1.51,0,0,0,0,0,1,0,1,0.0,Bundesliga,20,2021-2022
Bouna Sarr,sn SEN,DF,Bayern Munich,29,1992,5,0,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches,1,0,0.0,1.41,0.00,0.00,,14.0,0,0.05,0.0,0.0,30,44,68.2,540,141,10,16,62.5,19,22,86.4,1,4,25.0,0.0,0,1,0,0,3,39,5,0,7,2,6,0,0,0,0,32,10,2,7,31,0,5,0,0,2,3,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,2,1,1,3,75.0,1,6,54.5,5,5,1,0,3,7,0,0,60,2,5,0.0,3,1,33,1,0,0,35,31,88.6,4,13,2.1,,0,5,13,11,2.20,4,0,+4,+5.63,+3.94,3.3,1.1,+2.2,+3.11,+1.65,0,0,0,0,0,9,1,2,33.3,Bundesliga,20,2021-2022
Joe Scally,us USA,DF,M'Gladbach,18,2002,30,20,1909,21.2,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,1.3,1.3,1.4,2.7,0.06,0.06,0.13,0.06,0.13,Matches,18,6,33.3,0.85,0.28,0.06,0.17,18.1,0,0.07,-0.3,-0.3,825,1033,79.9,14774,4809,385,439,87.7,331,407,81.3,97,150,64.7,+0.6,16,44,15,8,71,810,223,1,134,15,29,0,0,0,0,601,243,189,173,596,36,212,4,2,13,31,26,33,1.56,29,1,1,1,0,3,0.14,2,0,0,1,0,0,44,23,21,17,6,18,43.9,23,108,28.2,155,153,75,0,39,81,34,0,1336,54,37,47.8,24,1,789,8,50,23,843,769,91.2,50,64,62.4,87,16,10,16,3,1.23,31,41,-10,-0.47,-0.71,35.8,36.1,-0.3,-0.02,-0.28,0,30,0,0,0,159,23,26,46.9,Bundesliga,20,2021-2022
Kevin Schade,de GER,"FW,MF",Freiburg,19,2001,21,7,831,9.2,4,1,4,0,0,2,0,0.43,0.11,0.54,0.43,0.54,2.3,2.2,0.7,2.8,0.25,0.07,0.32,0.23,0.31,Matches,19,9,47.4,2.06,0.97,0.21,0.44,12.9,0,0.11,+1.7,+1.8,109,194,56.2,1552,676,66,98,67.3,32,58,55.2,7,24,29.2,+0.3,7,10,5,2,10,183,11,0,53,3,15,0,0,0,0,89,50,55,18,106,24,10,5,0,7,20,8,19,2.06,8,0,1,7,0,3,0.32,1,0,0,0,2,0,16,11,9,7,0,5,29.4,12,55,30.6,47,64,69,0,13,25,12,0,363,16,60,35.0,17,2,214,11,28,22,392,232,59.2,65,40,27.2,70,0,14,24,3,1.57,20,8,+12,+1.30,+1.30,13.7,9.1,+4.6,+0.50,+0.49,0,25,0,0,0,53,38,40,48.7,Bundesliga,20,2021-2022
AndrÃ¡s SchÃ¤fer,hu HUN,MF,Union Berlin,22,1999,8,1,239,2.7,1,1,1,0,0,2,0,0.38,0.38,0.75,0.38,0.75,0.8,0.8,0.2,1.0,0.31,0.07,0.38,0.31,0.38,Matches,7,3,42.9,2.64,1.13,0.14,0.33,18.1,0,0.12,+0.2,+0.2,68,89,76.4,1221,295,25,31,80.6,34,40,85.0,6,10,60.0,+0.8,3,6,2,0,9,89,0,0,13,0,2,0,0,0,0,63,12,14,17,67,2,0,0,1,0,1,5,6,2.26,3,0,2,0,1,3,1.13,1,0,1,0,0,1,7,7,3,2,2,1,14.3,6,20,26.0,22,41,14,0,4,12,3,0,122,3,5,71.4,5,0,90,0,6,1,83,77,92.8,8,30,7.8,67,0,7,25,1,2.00,4,3,+1,+0.38,+0.22,4.5,2.3,+2.2,+0.83,+0.62,0,7,0,0,0,20,4,8,33.3,Bundesliga,20,2021-2022
Louis Schaub,at AUT,"MF,FW",KÃ¶ln,26,1994,28,6,654,7.3,1,2,1,0,0,0,0,0.14,0.28,0.41,0.14,0.41,1.1,1.1,1.4,2.5,0.15,0.19,0.34,0.15,0.34,Matches,15,2,13.3,2.06,0.28,0.07,0.50,16.4,0,0.07,-0.1,-0.1,215,321,67.0,3710,1173,105,146,71.9,85,111,76.6,20,43,46.5,+0.6,9,17,13,3,35,301,20,2,56,12,24,11,7,2,0,208,49,64,255,44,12,3,0,5,11,17,17,25,3.44,18,2,1,2,1,3,0.41,3,0,0,0,0,0,18,11,12,3,3,6,35.3,11,72,37.3,65,71,57,0,20,24,6,0,436,13,32,56.7,18,1,312,10,15,17,355,286,80.6,54,23,21.4,62,0,22,13,6,1.68,15,14,+1,+0.14,+0.06,12.7,14.2,-1.5,-0.21,-0.23,0,10,0,0,0,70,9,10,47.4,Bundesliga,20,2021-2022
Patrik Schick,cz CZE,FW,Leverkusen,25,1996,27,26,2076,23.1,24,3,23,1,2,0,0,1.04,0.13,1.17,1.00,1.13,17.8,16.3,2.4,18.7,0.77,0.11,0.88,0.71,0.81,Matches,88,42,47.7,3.82,1.82,0.26,0.55,12.6,2,0.19,+6.2,+6.7,292,410,71.2,4403,736,174,229,76.0,89,118,75.4,23,32,71.9,+0.6,15,12,10,0,21,379,31,0,119,5,3,0,0,0,0,249,103,58,253,69,28,2,13,1,5,27,15,49,2.12,31,0,5,3,0,16,0.69,10,0,3,1,2,0,5,2,1,3,1,1,14.3,6,60,23.3,11,105,141,0,9,10,27,0,705,32,140,43.9,19,4,390,16,62,38,976,540,55.3,169,77,67.8,79,5,1,26,0,1.96,60,35,+25,+1.08,+0.35,42.6,30.2,+12.4,+0.54,-0.18,0,15,0,0,0,62,64,86,42.7,Bundesliga,20,2021-2022
Kingsley Schindler,de GER,"DF,MF",KÃ¶ln,28,1993,18,1,349,3.9,1,2,1,0,0,1,0,0.26,0.52,0.77,0.26,0.77,0.5,0.5,1.1,1.6,0.13,0.28,0.42,0.13,0.42,Matches,3,1,33.3,0.77,0.26,0.33,1.00,16.0,0,0.17,+0.5,+0.5,104,191,54.5,1984,875,38,53,71.7,51,76,67.1,14,48,29.2,+0.9,5,12,8,6,22,151,40,0,33,2,15,0,0,0,0,86,33,72,23,111,8,39,2,1,5,6,17,10,2.58,7,1,0,1,0,3,0.77,2,1,0,0,0,0,3,2,0,1,2,2,20.0,8,17,26.2,22,27,16,0,3,10,8,0,234,5,13,0.0,0,0,119,4,4,5,157,119,75.8,19,19,11.4,69,0,17,16,9,1.61,13,4,+9,+2.32,+2.52,9.1,5.6,+3.5,+0.90,+1.05,0,2,0,0,0,46,11,7,61.1,Bundesliga,20,2021-2022
Xaver Schlager,at AUT,MF,Wolfsburg,23,1997,14,13,1040,11.6,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,0.5,0.9,0.03,0.05,0.08,0.03,0.08,Matches,11,1,9.1,0.95,0.09,0.00,0.00,20.1,0,0.04,-0.4,-0.4,349,452,77.2,6556,1771,138,180,76.7,161,185,87.0,45,70,64.3,+0.5,4,43,6,1,46,442,10,0,121,12,8,0,0,0,0,321,56,75,296,119,22,1,2,1,12,18,13,13,1.13,12,0,0,0,0,2,0.17,2,0,0,0,0,0,40,31,20,17,3,13,30.2,30,102,32.8,106,157,48,0,24,58,18,0,587,29,13,70.6,12,1,382,2,12,18,355,331,93.2,33,74,34.0,77,4,1,33,0,1.71,19,16,+3,+0.26,+0.88,18.0,17.3,+0.7,+0.06,+0.13,0,24,0,0,0,131,16,16,50.0,Bundesliga,20,2021-2022
Keven Schlotterbeck,de GER,DF,Freiburg,24,1997,12,3,315,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches,1,0,0.0,0.29,0.00,0.00,,14.9,0,0.07,-0.1,-0.1,94,114,82.5,2226,606,19,24,79.2,49,53,92.5,26,35,74.3,0.0,1,6,1,0,3,112,2,0,23,1,0,0,0,0,0,83,7,24,69,33,6,0,0,1,3,2,2,2,0.57,2,0,0,0,0,0,0.00,0,0,0,0,0,0,12,3,7,5,0,4,80.0,1,16,34.8,22,22,2,0,2,24,25,1,175,34,2,,0,0,84,0,0,1,82,81,98.8,0,26,10.3,83,2,9,7,18,1.92,6,6,0,0.00,-0.39,6.1,4.4,+1.7,+0.48,+0.38,0,9,0,0,0,32,11,4,73.3,Bundesliga,20,2021-2022
Nico Schlotterbeck,de GER,DF,Freiburg,21,1999,32,32,2785,30.9,4,1,4,0,0,5,0,0.13,0.03,0.16,0.13,0.16,3.9,3.9,1.5,5.4,0.13,0.05,0.17,0.13,0.17,Matches,37,18,48.6,1.20,0.58,0.11,0.22,12.2,0,0.11,+0.1,+0.1,1410,1725,81.7,31645,11379,415,476,87.2,699,768,91.0,282,437,64.5,-0.5,12,137,17,1,140,1663,62,0,304,79,10,0,0,0,0,1173,176,376,1295,237,99,12,6,6,42,38,29,52,1.68,36,0,3,6,2,3,0.10,2,0,0,1,0,0,78,53,39,33,6,29,58.0,21,122,40.5,159,121,21,2,31,158,171,2,2171,285,65,58.3,21,0,1285,0,17,18,1333,1291,96.8,20,87,91.0,87,28,0,,0,1.69,55,37,+18,+0.58,+2.55,45.6,40.9,+4.7,+0.15,+0.13,0,34,0,0,0,385,129,45,74.1,Bundesliga,20,2021-2022
Jonathan Schmid,fr FRA,DF,Freiburg,31,1990,13,6,588,6.5,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.6,0.8,0.02,0.10,0.12,0.02,0.12,Matches,5,1,20.0,0.77,0.15,0.00,0.00,22.7,1,0.03,-0.1,-0.1,252,327,77.1,4703,1966,104,119,87.4,102,133,76.7,35,51,68.6,+0.4,9,25,5,1,28,269,58,0,57,4,13,2,1,1,0,175,69,83,44,207,13,52,2,1,5,16,9,18,2.76,10,3,1,1,2,1,0.15,0,0,1,0,0,0,13,7,3,4,6,7,50.0,7,26,40.0,23,27,15,0,10,20,12,0,390,16,11,75.0,6,1,216,0,5,8,248,215,86.7,18,45,19.2,79,3,7,16,5,1.62,10,8,+2,+0.31,-0.06,8.4,7.5,+0.8,+0.13,-0.01,0,7,0,0,0,64,11,8,57.9,Bundesliga,20,2021-2022
Benno Schmitz,de GER,DF,KÃ¶ln,26,1994,31,29,2421,26.9,0,5,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19,0.4,0.4,4.3,4.7,0.02,0.16,0.18,0.02,0.18,Matches,12,3,25.0,0.45,0.11,0.00,0.00,21.2,0,0.04,-0.4,-0.4,1163,1646,70.7,23143,12925,417,496,84.1,563,745,75.6,175,351,49.9,+0.7,38,117,48,24,188,1306,340,0,197,20,74,0,0,0,0,764,354,528,197,1010,84,328,1,5,31,101,62,65,2.42,56,6,0,0,1,10,0.37,8,1,0,1,0,0,70,41,30,27,13,44,47.8,48,151,35.0,179,162,90,1,40,123,50,0,1920,59,27,35.7,7,2,992,9,24,7,1127,1036,91.9,54,78,79.1,82,16,2,19,1,1.58,39,41,-2,-0.07,-0.78,39.9,37.8,+2.1,+0.08,+0.53,0,34,0,0,0,261,42,57,42.4,Bundesliga,20,2021-2022
Alessandro SchÃ¶pf,at AUT,MF,Arminia,27,1994,31,27,2397,26.6,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,2.4,2.4,2.7,5.1,0.09,0.10,0.19,0.09,0.19,Matches,35,9,25.7,1.31,0.34,0.03,0.11,20.3,2,0.07,-1.4,-1.4,820,1058,77.5,13677,3627,407,502,81.1,300,365,82.2,82,128,64.1,-2.7,43,65,27,7,88,999,59,1,267,23,27,24,11,11,1,711,151,196,252,719,50,3,7,1,9,50,35,87,3.27,59,12,3,8,1,4,0.15,3,0,0,0,1,0,44,24,20,20,4,18,54.5,15,151,28.3,138,271,124,0,34,86,23,0,1386,31,49,55.6,32,3,894,9,43,53,1003,822,82.0,104,77,78.3,85,17,4,26,1,0.84,21,44,-23,-0.86,-0.46,24.3,50.9,-26.6,-1.00,+0.02,1,36,1,0,0,322,32,42,43.2,Bundesliga,20,2021-2022
Nico Schulz,de GER,DF,Dortmund,28,1993,16,9,836,9.3,0,2,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,0.3,0.3,0.9,1.2,0.03,0.10,0.13,0.03,0.13,Matches,3,2,66.7,0.32,0.22,0.00,0.00,14.8,0,0.10,-0.3,-0.3,554,667,83.1,9438,3528,243,274,88.7,257,301,85.4,42,62,67.7,+1.1,5,32,9,2,50,562,105,1,73,4,15,0,0,0,0,464,111,92,401,131,24,98,1,0,12,24,20,13,1.40,10,1,0,0,2,3,0.32,3,0,0,0,0,0,26,18,9,11,6,7,46.7,8,43,39.1,33,43,34,0,15,46,9,0,762,18,20,45.5,6,0,465,4,9,14,505,476,94.3,28,52,27.3,81,6,7,15,8,2.13,26,10,+16,+1.72,+1.03,20.1,9.6,+10.5,+1.13,+0.76,0,17,0,0,0,99,12,7,63.2,Bundesliga,20,2021-2022
Marvin SchwÃ¤be,de GER,GK,KÃ¶ln,26,1995,21,21,1890,21.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,821,994,82.6,22427,12128,155,155,100.0,411,416,98.8,254,421,60.3,0.0,0,9,1,0,0,802,192,0,112,16,0,0,0,0,0,670,28,296,161,728,0,0,86,2,16,5,3,2,0.10,1,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,1,0,0,0,1,0,1,1,1054,890,0,,0,0,624,0,0,0,670,664,99.1,0,90,61.8,90,21,0,,10,1.62,33,28,+5,+0.24,+0.39,31.2,32.4,-1.2,-0.06,-0.07,0,0,0,0,0,93,0,0,,Bundesliga,20,2021-2022
Alexander Schwolow,de GER,GK,Hertha BSC,29,1992,25,25,2175,24.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,595,833,71.4,18887,10944,85,85,100.0,248,251,98.8,261,496,52.6,0.0,1,6,0,0,0,565,268,0,91,18,0,0,0,0,0,413,46,374,122,551,0,0,129,4,18,8,1,1,0.04,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,50.0,4,0,0,0,0,1,2,1,906,823,0,,0,0,416,0,0,0,389,387,99.5,0,87,71.1,87,24,0,,0,1.04,28,51,-23,-0.95,+0.17,24.1,41.0,-16.9,-0.70,-0.26,0,2,0,1,0,124,0,0,,Bundesliga,20,2021-2022
Paul Seguin,de GER,MF,Greuther FÃ¼rth,26,1995,27,23,2108,23.4,0,3,0,0,0,9,0,0.00,0.13,0.13,0.00,0.13,0.4,0.4,1.9,2.4,0.02,0.08,0.10,0.02,0.10,Matches,11,2,18.2,0.47,0.09,0.00,0.00,22.0,2,0.04,-0.4,-0.4,854,1104,77.4,14984,4763,402,459,87.6,333,405,82.2,96,172,55.8,+1.1,21,92,18,6,116,1046,58,1,249,23,23,8,0,8,0,762,126,216,116,887,64,0,3,4,23,42,41,49,2.09,36,5,1,4,1,6,0.26,5,0,0,0,1,0,53,32,15,29,9,26,44.8,32,133,32.9,120,210,74,0,36,93,28,0,1353,43,30,51.4,19,2,832,5,30,27,954,857,89.8,37,78,68.9,87,18,4,28,0,0.56,18,54,-36,-1.54,+0.16,22.3,39.8,-17.5,-0.75,+0.40,0,50,0,0,0,241,40,27,59.7,Bundesliga,20,2021-2022
Davie Selke,de GER,FW,Hertha BSC,26,1995,25,10,1004,11.2,4,0,3,1,1,2,0,0.36,0.00,0.36,0.27,0.27,3.1,2.4,0.6,3.0,0.28,0.06,0.34,0.21,0.27,Matches,23,9,39.1,2.06,0.81,0.13,0.33,12.8,0,0.10,+0.9,+0.6,140,235,59.6,1904,311,86,133,64.7,43,72,59.7,7,13,53.8,-0.6,9,5,4,2,8,218,17,0,105,1,6,0,0,0,0,97,74,64,11,118,26,0,10,1,5,15,12,18,1.61,16,0,1,0,0,1,0.09,1,0,0,0,0,0,7,6,1,5,1,1,12.5,7,74,31.9,18,125,89,0,13,9,10,0,374,12,46,62.5,5,0,171,0,35,18,503,279,55.5,52,40,32.8,72,2,15,19,4,1.00,11,25,-14,-1.25,-0.38,11.0,18.1,-7.1,-0.64,-0.02,0,34,0,0,0,36,83,65,56.1,Bundesliga,20,2021-2022
Lion SemiÄ,de GER,DF,Dortmund,17,2003,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,3,0.1,,0,1,3,1,3.00,0,0,0,0.00,-0.97,0.0,0.0,0.0,0.00,-0.58,0,0,0,0,0,0,0,0,,Bundesliga,20,2021-2022
Suat Serdar,de GER,"MF,FW",Hertha BSC,24,1997,30,27,2218,24.6,3,0,3,0,0,6,0,0.12,0.00,0.12,0.12,0.12,2.4,2.4,1.5,3.9,0.10,0.06,0.16,0.10,0.16,Matches,33,10,30.3,1.34,0.41,0.09,0.30,17.2,0,0.07,+0.6,+0.6,428,590,72.5,8078,2321,189,235,80.4,160,205,78.0,66,106,62.3,-1.5,21,46,19,1,61,575,15,3,181,21,5,1,1,0,0,406,93,91,63,480,23,3,3,6,11,37,28,48,1.95,31,0,5,7,3,2,0.08,2,0,0,0,0,0,71,42,31,33,7,15,31.9,32,132,27.2,130,262,94,0,41,111,11,0,952,25,56,56.5,49,3,735,11,45,63,770,576,74.8,76,74,72.5,80,13,3,22,0,0.93,25,49,-24,-0.97,+0.10,25.9,38.8,-12.9,-0.52,+0.36,0,42,0,0,0,171,24,26,48.0,Bundesliga,20,2021-2022
Janni Serra,de GER,FW,Arminia,23,1998,26,15,1117,12.4,3,2,3,0,0,1,0,0.24,0.16,0.40,0.24,0.40,3.0,3.0,0.9,3.9,0.24,0.07,0.31,0.24,0.31,Matches,24,10,41.7,1.93,0.81,0.13,0.30,13.1,0,0.13,0.0,0.0,197,294,67.0,2843,636,115,150,76.7,49,83,59.0,15,21,71.4,+1.1,13,20,7,0,23,271,23,1,98,3,1,0,0,0,0,142,92,60,143,48,37,4,14,3,3,12,18,23,1.85,17,0,1,2,1,3,0.24,1,0,1,1,0,0,6,4,2,1,3,2,25.0,6,87,32.3,19,108,142,0,9,14,21,0,475,26,51,35.0,8,1,230,2,50,31,577,325,56.3,80,43,36.5,63,1,11,16,4,0.96,12,21,-9,-0.73,+0.06,10.7,23.2,-12.5,-1.01,-0.01,0,16,0,0,0,67,64,103,38.3,Bundesliga,20,2021-2022
Zidan Sertdemir,dk DEN,"MF,FW",Leverkusen,16,2005,3,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.14,0.14,0.00,0.14,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,7,71.4,115,45,2,2,100.0,2,2,100.0,1,3,33.3,0.0,1,0,1,0,1,4,3,0,1,1,0,3,3,0,0,4,0,3,6,1,0,0,0,0,0,0,0,1,5.00,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2,0,2,0,0,1,100.0,0,0,0.0,3,1,2,0,0,2,0,0,12,0,0,,0,0,6,0,1,2,7,6,85.7,2,6,0.6,,0,3,6,4,1.33,1,0,+1,+5.00,+4.05,0.7,0.0,+0.7,+3.43,+2.86,0,2,0,0,0,1,0,0,,Bundesliga,20,2021-2022
Nils Seufert,de GER,MF,Greuther FÃ¼rth,24,1997,4,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,22,29,75.9,340,86,14,18,77.8,7,8,87.5,1,3,33.3,0.0,0,3,0,0,2,28,1,0,3,0,0,0,0,0,0,21,3,5,5,22,2,0,0,0,2,0,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,1,100.0,0,4,19.0,9,9,3,0,2,3,2,0,37,3,0,,0,0,26,0,1,0,31,21,67.7,2,25,3.2,57,0,3,14,9,0.75,0,3,-3,-2.73,-1.18,0.5,2.9,-2.5,-2.25,-1.43,0,1,0,0,0,7,0,0,,Bundesliga,20,2021-2022
Kiliann Sildillia,fr FRA,DF,Freiburg,19,2002,7,1,169,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.09,0.09,0.00,0.09,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,59,92,64.1,1090,410,21,26,80.8,26,38,68.4,9,18,50.0,-0.2,2,1,1,1,5,73,19,0,8,2,3,0,0,0,0,56,11,25,9,62,4,17,0,0,1,2,8,4,2.13,4,0,0,0,0,1,0.53,1,0,0,0,0,0,5,3,2,3,0,2,50.0,2,11,31.4,20,13,2,0,5,8,12,0,117,18,1,0.0,0,0,54,0,0,0,53,46,86.8,0,24,5.5,90,1,6,13,13,1.57,4,3,+1,+0.53,+0.19,2.7,3.1,-0.4,-0.21,-0.37,0,2,0,0,0,26,1,5,16.7,Bundesliga,20,2021-2022
AndrÃ© Silva,pt POR,FW,RB Leipzig,25,1995,33,24,2076,23.1,11,3,8,3,3,1,0,0.48,0.13,0.61,0.35,0.48,12.2,10.3,2.5,12.9,0.53,0.11,0.64,0.45,0.56,Matches,54,23,42.6,2.34,1.00,0.15,0.35,11.1,0,0.19,-1.2,-2.3,415,560,74.1,5509,1291,259,332,78.0,116,152,76.3,13,25,52.0,+0.5,15,24,25,3,45,522,38,2,199,3,14,0,0,0,0,376,113,71,56,414,42,6,10,2,7,33,19,47,2.04,29,0,4,4,1,15,0.65,9,0,1,4,1,0,14,13,2,5,7,2,14.3,12,90,29.3,19,133,155,0,23,21,14,0,887,20,156,33.9,26,1,596,14,89,51,1153,659,57.2,218,63,67.8,77,9,9,26,1,1.67,49,28,+21,+0.91,-0.37,41.1,31.2,+9.8,+0.43,-0.65,0,26,0,0,0,107,48,79,37.8,Bundesliga,20,2021-2022
